,城市ID,行政归属,城市简称,拼音,lat,lon
1410,WW4XW2R1D3V6,山东省/济宁市/金乡县,山东/济宁/金乡,Jinxiang,35.07,116.3
1411,WW69X0HBMQWF,山东省/济宁市/嘉祥县,山东/济宁/嘉祥,Jiaxiang,35.42,116.33
1412,WW6G686NKDZ0,山东省/济宁市/汶上县,山东/济宁/汶上,Wenshang,35.73,116.48
1413,WW76UT92V1CY,山东省/济宁市/泗水县,山东/济宁/泗水,Sishui,35.67,117.27
1414,WW6E9MNYH59Q,山东省/济宁市/梁山县,山东/济宁/梁山,Liangshan,35.8,116.08
1415,WW74MVNHX8DP,山东省/济宁市/曲阜市,山东/济宁/曲阜,Qufu,35.58,116.98
1416,WW71MSQGYW39,山东省/济宁市/邹城市,山东/济宁/邹城,Zoucheng,35.4,116.97
1417,WW7MBNP039PE,山东省/泰安市,山东/泰安/泰安,Taian,36.2,117.08
1418,WW7MCKDBY7F5,山东省/泰安市/泰山区,山东/泰安/泰山,Taishan,36.1918609,117.1292917
1419,WW7JZ5Y9R8ZJ,山东省/泰安市/岱岳区,山东/泰安/岱岳,Daiyue,36.18781106,117.035625
1420,WW753ZEPM723,山东省/泰安市/宁阳县,山东/泰安/宁阳,Ningyang,35.77,116.8
1421,WW6U6KFG7TQW,山东省/泰安市/东平县,山东/泰安/东平,Dongping,35.93,116.47
1422,WW7SRGJ3PVKF,山东省/泰安市/新泰市,山东/泰安/新泰,Xintai,35.92,117.77
1423,WW7JC4M7F0YF,山东省/泰安市/肥城市,山东/泰安/肥城,Feicheng,36.18,116.77
1424,WWWV6YM1F4ZV,山东省/威海市,山东/威海/威海,Weihai,37.52,122.12
1425,WWWV6FGFUY36,山东省/威海市/环翠区,山东/威海/环翠,Huancui,37.50096381,122.1183927
1426,WWWG9K41ENS5,山东省/威海市/文登区,山东/威海/文登,Wendeng,37.2,122.05
1427,WWX53WXDBY0N,山东省/威海市/荣成市,山东/威海/荣成,Rongcheng,37.17,122.42
1428,WWW6J3P6W6B4,山东省/威海市/乳山市,山东/威海/乳山,Rushan,36.92,121.53
1429,WWKCX8PB3YE6,山东省/日照市,山东/日照/日照,Rizhao,35.42,119.52
1430,WWKCW318GJPW,山东省/日照市/东港区,山东/日照/东港,Donggang,35.42557162,119.4565446
1431,WWHZG1C62BEP,山东省/日照市/岚山区,山东/日照/岚山,Lanshan,35.12230794,119.3132763
1432,WWKG2KNFC740,山东省/日照市/五莲县,山东/日照/五莲,Wulian,35.75,119.2
1433,WWKD2J1KE8WP,山东省/日照市/莒县,山东/日照/莒县,Juxian,35.58,118.83
1434,WWHPMHEV4CS4,山东省/临沂市,山东/临沂/临沂,Linyi,35.05,118.35
1435,WWHPKVN1B7SS,山东省/临沂市/兰山区,山东/临沂/兰山,Lanshan,35.05219978,118.341997
1436,WWHP5E068244,山东省/临沂市/罗庄区,山东/临沂/罗庄,Luozhuang,34.9973779,118.2791656
1437,WWHPW5YPSX1Q,山东省/临沂市/河东区,山东/临沂/河东,Hedong,35.09028476,118.3971065
1438,WWK4PZEJZ06D,山东省/临沂市/沂南县,山东/临沂/沂南,Yinan,35.55,118.47
1439,WWHHVN7U4GU0,山东省/临沂市/郯城县,山东/临沂/郯城,Tancheng,34.62,118.35
1440,WWK7E383W76V,山东省/临沂市/沂水县,山东/临沂/沂水,Yishui,35.78,118.62
1441,WW5YM1KZEQDE,山东省/临沂市/兰陵县,山东/临沂/兰陵,Lanling,34.8568221,117.9998302
1442,WW7BSKXNSHX9,山东省/临沂市/费县,山东/临沂/费县,Feixian,35.27,117.97
1443,WW79UWXD3XTH,山东省/临沂市/平邑县,山东/临沂/平邑,Pingyi,35.5,117.63
1444,WWK80H367EQ4,山东省/临沂市/莒南县,山东/临沂/莒南,Junan,35.18,118.83
1445,WW7G5WDH04T7,山东省/临沂市/蒙阴县,山东/临沂/蒙阴,Mengyin,35.72,117.93
1446,WWHQEUYR9RU3,山东省/临沂市/临沭县,山东/临沂/临沭,Linshu,34.92,118.65
1447,WWDTN3X443VR,山东省/德州市,山东/德州/德州,Dezhou,37.45,116.3
1448,WWDTN3D6R378,山东省/德州市/德城区,山东/德州/德城,Decheng,37.45003901,116.2936892
1449,WWDUKEEXJB7G,山东省/德州市/陵城区,山东/德州/陵城,Lingxian,37.33,116.57
1450,WWEN1MUX5HXQ,山东省/德州市/宁津县,山东/德州/宁津,Ningjin,37.65,116.78
1451,WWEQZJ9S2NRW,山东省/德州市/庆云县,山东/德州/庆云,Qingyun,37.78,117.38
1452,WWE5E2QJHQK4,山东省/德州市/临邑县,山东/德州/临邑,Linyi,37.18,116.87
1453,WWE12ENZ81JW,山东省/德州市/齐河县,山东/德州/齐河,Qihe,36.8,116.75
1454,WWDG3QTDZWHQ,山东省/德州市/平原县,山东/德州/平原,Pingyuan,37.17,116.43
1455,WWD6PWS97GJP,山东省/德州市/夏津县,山东/德州/夏津,Xiajin,36.95,116
1456,WWDE9PXW5NBU,山东省/德州市/武城县,山东/德州/武城,Wucheng,37.22,116.07
1457,WWEQESS30VZ8,山东省/德州市/乐陵市,山东/德州/乐陵,Leling,37.73,117.23
1458,WWDFJFZKGFZN,山东省/德州市/禹城市,山东/德州/禹城,Yucheng,36.93,116.63
1459,WW6RR5W09UKP,山东省/聊城市,山东/聊城/聊城,Liaocheng,36.45,115.98
1460,WW6RR28NEJY1,山东省/聊城市/东昌府区,山东/聊城/东昌府,Dongchangfu,36.43455752,115.9828031
1461,WW6M6XKQM812,山东省/聊城市/阳谷县,山东/聊城/阳谷,Yanggu,36.12,115.78
1462,WW6Q05KR43E2,山东省/聊城市/莘县,山东/聊城/莘县,Shenxian,36.23,115.67
1463,WWD8J74TVQ4X,山东省/聊城市/茌平县,山东/聊城/茌平,Chiping,36.58,116.25
1464,WW6WTMDTT6FE,山东省/聊城市/东阿县,山东/聊城/东阿,Donge,36.33,116.25
1465,WW6PD8VX3UYK,山东省/聊城市/冠县,山东/聊城/冠县,Guanxian,36.48,115.43
1466,WWD9SZUP761S,山东省/聊城市/高唐县,山东/聊城/高唐,Gaotang,36.87,116.23
1467,WWD38U64V3UU,山东省/聊城市/临清市,山东/聊城/临清,Linqing,36.85,115.7
1468,WWEUSKZ4K1P9,山东省/滨州市,山东/滨州/滨州,Binzhou,37.38,117.97
1469,WWEUVMYTH3FB,山东省/滨州市/滨城区,山东/滨州/滨城,Bincheng,37.42991433,118.0132631
1470,WWSN2P5DKT27,山东省/滨州市/沾化区,山东/滨州/沾化,Zhanhua,37.7,118.13
1471,WWET1Z0BU6QH,山东省/滨州市/惠民县,山东/滨州/惠民,Huimin,37.48,117.5
1472,WWEW5D74SS6T,山东省/滨州市/阳信县,山东/滨州/阳信,Yangxin,37.63,117.58
1473,WWEWSH99NTG8,山东省/滨州市/无棣县,山东/滨州/无棣,Wudi,37.73,117.6
1474,WWS524GWKTBQ,山东省/滨州市/博兴县,山东/滨州/博兴,Boxing,37.15,118.13
1475,WWE9Z1B3EF69,山东省/滨州市/邹平市,山东/滨州/邹平,Zouping,36.88,117.73
1476,WW607X60CDS4,山东省/菏泽市,山东/菏泽/菏泽,Heze,35.2401634,115.469125
1477,WW60D38662MB,山东省/菏泽市/牡丹区,山东/菏泽/牡丹,Mudan,35.25276811,115.4118247
1478,WW4PTB7981VF,山东省/菏泽市/定陶区,山东/菏泽/定陶,Dingtao,35.07,115.57
1479,WW4NHUW7KNEF,山东省/菏泽市/曹县,山东/菏泽/曹县,Caoxian,34.83,115.53
1480,WW4TCRNUSN1M,山东省/菏泽市/单县,山东/菏泽/单县,Shanxian,34.8,116.08
1481,WW4QUFMNX8NW,山东省/菏泽市/成武县,山东/菏泽/成武,Chengwu,34.95,115.88
1482,WW693KQGUN33,山东省/菏泽市/巨野县,山东/菏泽/巨野,Juye,35.4,116.08
1483,WW66W0C9HBCR,山东省/菏泽市/郓城县,山东/菏泽/郓城,Yuncheng,35.6,115.93
1484,WW64K72D30D4,山东省/菏泽市/鄄城县,山东/菏泽/鄄城,Juancheng,35.57,115.5
1485,WW3BDWW8YKEM,山东省/菏泽市/东明县,山东/菏泽/东明,Dongming,35.28,115.08
1486,WW0V9QP93VS8,河南省/郑州市,河南/郑州/郑州,Zhengzhou,34.75,113.62
1487,WW0V9JVYNWC8,河南省/郑州市/中原区,河南/郑州/中原,Zhongyuan,34.7494489,113.6068105
1488,WW0V9C9B6YEV,河南省/郑州市/二七区,河南/郑州/二七,Erqi,34.72511526,113.6341184
1489,WW0VDXJ1BPHH,河南省/郑州市/管城回族区,河南/郑州/管城,Guancheng,34.75558765,113.6714226
1490,WW0VFR2EUERG,河南省/郑州市/金水区,河南/郑州/金水,Jinshui,34.80122942,113.6544546
1491,WW0W1DZCPQ6N,河南省/郑州市/上街区,河南/郑州/上街,Shangjie,34.82,113.28
1492,WW0Y378GUEEZ,河南省/郑州市/惠济区,河南/郑州/惠济,Huiji,34.86852272,113.6108474
1493,WW1J92W6TMP7,河南省/郑州市/中牟县,河南/郑州/中牟,Zhongmou,34.72,113.97
1494,WW0MFCTTBVCC,河南省/郑州市/巩义市,河南/郑州/巩义,Gongyi,34.77,112.98
1495,WW0TU7X25TBT,河南省/郑州市/荥阳市,河南/郑州/荥阳,Xingyang,34.78,113.4
1496,WW0SKJBZC6X9,河南省/郑州市/新密市,河南/郑州/新密,Xinmi,34.53,113.38
1497,WW0GEYRDT0F3,河南省/郑州市/新郑市,河南/郑州/新郑,Xinzheng,34.4,113.73
1498,WW0KH51FMCSX,河南省/郑州市/登封市,河南/郑州/登封,Dengfeng,34.47,113.03
1499,WW1MBZNSXN1M,河南省/开封市,河南/开封/开封,Kaifeng,34.8,114.3
1500,WW1Q444M0R4Q,河南省/开封市/龙亭区,河南/开封/龙亭,Longting,34.81657072,114.3488071
1501,WW1MFR3EUQW8,河南省/开封市/顺河回族区,河南/开封/顺河,Shunhe,34.80124628,114.3589406
1502,WW1MCVJWFGY2,河南省/开封市/鼓楼区,河南/开封/鼓楼,Gulou,34.78938697,114.3423965
1503,WW1MCGJKPY32,河南省/开封市/禹王台区,河南/开封/禹王台,Yuwangtai,34.77794197,114.3422608
1504,WW1MSP3R5F6Y,河南省/开封市/祥符区,河南/开封/祥符,Xiangfu,34.75783716,114.4354751
1505,WW1SECSHRFG1,河南省/开封市/杞县,河南/开封/杞县,Qixian,34.55,114.78
1506,WW1KHUFS83F7,河南省/开封市/通许县,河南/开封/通许,Tongxu,34.48,114.47
1507,WW15Y1ZR4C4C,河南省/开封市/尉氏县,河南/开封/尉氏,Weishi,34.42,114.18
1508,WW1WHFC35YMQ,河南省/开封市/兰考县,河南/开封/兰考,Lankao,34.82,114.82
1509,WQPUYY7S4GV2,河南省/洛阳市,河南/洛阳/洛阳,Luoyang,34.62,112.45
1510,WQPVR4HUTRT6,河南省/洛阳市/老城区,河南/洛阳/老城,Laocheng,34.68465099,112.4628103
1511,WQPVNJZ60FQ0,河南省/洛阳市/西工区,河南/洛阳/西工,Xigong,34.66084746,112.4221061
1512,WQPVRC7XNMRC,河南省/洛阳市/瀍河回族区,河南/洛阳/瀍河,Chanhe,34.68094807,112.4940988
1513,WQPVJMRRPS1G,河南省/洛阳市/涧西区,河南/洛阳/涧西,Jianxi,34.65896906,112.3894312
1514,WW0N9C670PS3,河南省/洛阳市/吉利区,河南/洛阳/吉利,Jili,34.9,112.58
1515,WQPUZN3QU0QH,河南省/洛阳市/洛龙区,河南/洛阳/洛龙,Luolong,34.62045395,112.4579512
1516,WQPYNKT52YS4,河南省/洛阳市/孟津县,河南/洛阳/孟津,Mengjin,34.83,112.43
1517,WQPV8094SMJ5,河南省/洛阳市/新安县,河南/洛阳/新安,Xinan,34.72,112.15
1518,WQP25VRNY82K,河南省/洛阳市/栾川县,河南/洛阳/栾川,Luanchuan,33.78,111.62
1519,WQPDQBUDPM6K,河南省/洛阳市/嵩县,河南/洛阳/嵩县,Songxian,34.15,112.1
1520,WQPFR2F4HVQK,河南省/洛阳市/汝阳县,河南/洛阳/汝阳,Ruyang,34.15,112.47
1521,WQPU2KPTW6QH,河南省/洛阳市/宜阳县,河南/洛阳/宜阳,Yiyang,34.52,112.17
1522,WQP7SDTN18D0,河南省/洛阳市/洛宁县,河南/洛阳/洛宁,Luoning,34.38,111.65
1523,WQPGY1VXPC59,河南省/洛阳市/伊川县,河南/洛阳/伊川,Yichuan,34.42,112.42
1524,WW0JW67UUMPP,河南省/洛阳市/偃师市,河南/洛阳/偃师,Yanshi,34.73,112.78
1525,WW02P7XHT0KB,河南省/平顶山市,河南/平顶山/平顶山,Pingdingshan,33.77,113.18
1526,WTBXCVVWGV3X,河南省/平顶山市/新华区,河南/平顶山/新华,Xinhua,33.73882848,113.2877457
1527,WTBXFV7X18K5,河南省/平顶山市/卫东区,河南/平顶山/卫东,Weidong,33.73609735,113.328851
1528,WW02BEK9YDH8,河南省/平顶山市/石龙区,河南/平顶山/石龙,Shilong,33.9,112.88
1529,WTBXFEC4SER7,河南省/平顶山市/湛河区,河南/平顶山/湛河,Zhanhe,33.72710121,113.3145646
1530,WW02SZXJ3CYB,河南省/平顶山市/宝丰县,河南/平顶山/宝丰,Baofeng,33.88,113.07
1531,WTBX726FWQJZ,河南省/平顶山市/叶县,河南/平顶山/叶县,Yexian,33.62,113.35
1532,WTBRCH772XTX,河南省/平顶山市/鲁山县,河南/平顶山/鲁山,Lushan,33.73,112.9
1533,WW0922H394YZ,河南省/平顶山市/郏县,河南/平顶山/郏县,Jiaxian,33.97,113.22
1534,WTBTRNNDX9ZJ,河南省/平顶山市/舞钢市,河南/平顶山/舞钢,Wugang,33.3,113.52
1535,WW04RS2Q9T9V,河南省/平顶山市/汝州市,河南/平顶山/汝州,Ruzhou,34.17,112.83
1536,WW3M645C7VU9,河南省/安阳市/文峰区,河南/安阳/文峰,Wenfeng,36.09033358,114.35102
1537,WW3M6GBCXPV8,河南省/安阳市,河南/安阳,Anyang,36.1,114.38
1538,WW3M6J4GNWC1,河南省/安阳市/北关区,河南/安阳/北关,Beiguan,36.10711884,114.34976
1539,WW3M2VSG55XX,河南省/安阳市/殷都区,河南/安阳/殷都,Yindou,36.10984903,114.2974337
1540,WW3M36GRRPTQ,河南省/安阳市/龙安区,河南/安阳/龙安,Longan,36.0954936,114.3175148
1541,WW3M6GBCXPV8,河南省/安阳市/安阳县,河南/安阳/安阳,Anyang,36.1,114.38
1542,WW3K6551HJ7F,河南省/安阳市/汤阴县,河南/安阳/汤阴,Tangyin,35.92,114.35
1543,WW36MVNUT2TP,河南省/安阳市/滑县,河南/安阳/滑县,Huaxian,35.58,114.52
1544,WW3SW87XUJ9X,河南省/安阳市/内黄县,河南/安阳/内黄,Neihuang,35.95,114.9
1545,WW2VNN34YPR7,河南省/安阳市/林州市,河南/安阳/林州,Linzhou,36.07,113.82
1546,WW372S04V500,河南省/鹤壁市,河南/鹤壁/鹤壁,Hebi,35.75,114.28
1547,WW3HT9QF0RGY,河南省/鹤壁市/鹤山区,河南/鹤壁/鹤山,Heshan,35.95451812,114.157235
1548,WW3HNNYPHZ0B,河南省/鹤壁市/山城区,河南/鹤壁/山城,Shancheng,35.89769307,114.1783667
1549,WW372F92W3ME,河南省/鹤壁市/淇滨区,河南/鹤壁/淇滨,Qibin,35.74136517,114.2927637
1550,WW36YTSBB3YY,河南省/鹤壁市/浚县,河南/鹤壁/浚县,Xunxian,35.67,114.55
1551,WW34W8VCHBGZ,河南省/鹤壁市/淇县,河南/鹤壁/淇县,Qixian,35.6,114.2
1552,WW2BZF5MQKGW,河南省/新乡市,河南/新乡,Xinxiang,35.3,113.9
1553,WW2BZ4VP4ZYC,河南省/新乡市/红旗区,河南/新乡/红旗,Hongqi,35.30443553,113.8692984
1554,WW2BYFWJJFTX,河南省/新乡市/卫滨区,河南/新乡/卫滨,Weibin,35.30269189,113.8598125
1555,WW3121D1WKYR,河南省/新乡市/凤泉区,河南/新乡/凤泉,Fengquan,35.38450055,113.9092732
1556,WW2BZVJ83JVK,河南省/新乡市/牧野区,河南/新乡/牧野,Muye,35.3156262,113.9028669
1557,WW2BZF5MQKGW,河南省/新乡市/新乡县,河南/新乡/新乡,Xinxiang,35.3,113.9
1558,WW2BDHTQSUW1,河南省/新乡市/获嘉县,河南/新乡/获嘉,Huojia,35.27,113.65
1559,WW1P3KWMJ3X6,河南省/新乡市/原阳县,河南/新乡/原阳,Yuanyang,35.05,113.97
1560,WW1PYWVGSFGV,河南省/新乡市/延津县,河南/新乡/延津,Yanjin,35.15,114.2
1561,WW1R7SWJ51XF,河南省/新乡市/封丘县,河南/新乡/封丘,Fengqiu,35.05,114.42
1562,WW381XGQVETF,河南省/新乡市/长垣县,河南/新乡/长垣,Changyuan,35.2,114.68
1563,WW317SR5ZWKC,河南省/新乡市/卫辉市,河南/新乡/卫辉,Weihui,35.4,114.07
1564,WW2CSZKC3PHE,河南省/新乡市/辉县市,河南/新乡/辉县,Huixian,35.46,113.77
1565,WW2835D5K7BE,河南省/焦作市,河南/焦作/焦作,Jiaozuo,35.22,113.25
1566,WW282RRS2F2Y,河南省/焦作市/解放区,河南/焦作/解放,Jiefang,35.2407635,113.2244443
1567,WW22RQSXG9EB,河南省/焦作市/中站区,河南/焦作/中站,Zhongzhan,35.23723941,113.1765014
1568,WW28DD4PFZ4S,河南省/焦作市/马村区,河南/焦作/马村,Macun,35.25649564,113.3158562
1569,WW28349N3ETT,河南省/焦作市/山阳区,河南/焦作/山阳,Shanyang,35.21502073,113.2485157
1570,WW28MJMJWEFR,河南省/焦作市/修武县,河南/焦作/修武,Xiuwu,35.23,113.43
1571,WW22HFX01GNV,河南省/焦作市/博爱县,河南/焦作/博爱,Boai,35.17,113.07
1572,WW0XSJBB36PX,河南省/焦作市/武陟县,河南/焦作/武陟,Wuzhi,35.1,113.38
1573,WW0QTNY3FZZQ,河南省/焦作市/温县,河南/焦作/温县,Wenxian,34.93,113.08
1574,WW0R9F15G9ZP,河南省/焦作市/沁阳市,河南/焦作/沁阳,Qinyang,35.08,112.93
1575,WW0NW37GHRX1,河南省/焦作市/孟州市,河南/焦作/孟州,Mengzhou,34.9,112.78
1576,WW3G3XDR3729,河南省/濮阳市,河南/濮阳,Puyang,35.77,115.03
1577,WW3GD3N1D5CE,河南省/濮阳市/华龙区,河南/濮阳/华龙,Hualong,35.77725569,115.0681422
1578,WW3U5X7UDMJ9,河南省/濮阳市/清丰县,河南/濮阳/清丰,Qingfeng,35.9,115.12
1579,WW3VM2NJ4X3Z,河南省/濮阳市/南乐县,河南/濮阳/南乐,Nanle,36.08,115.2
1580,WW6HH3BTCHDH,河南省/濮阳市/范县,河南/濮阳/范县,Fanxian,35.87,115.5
1581,WW6KU1X7HWMH,河南省/濮阳市/台前县,河南/濮阳/台前,Taiqian,36,115.85
1582,WW3G3XDR3729,河南省/濮阳市/濮阳县,河南/濮阳/濮阳,Puyang,35.77,115.03
1583,WW0CWDZP17BC,河南省/许昌市,河南/许昌/许昌,Xuchang,34.03,113.85
1584,WW0CTFQUC063,河南省/许昌市/魏都区,河南/许昌/魏都,Weidou,34.02684849,113.816689
1585,WW0FJUQZWUZD,河南省/许昌市/建安区,河南/许昌/建安,Jianan,34.12622177,113.8169427
1586,WW11YXTYUUEZ,河南省/许昌市/鄢陵县,河南/许昌/鄢陵,Yanling,34.1,114.2
1587,WW08W61WE9KG,河南省/许昌市/襄城县,河南/许昌/襄城,Xiangcheng,33.85,113.48
1588,WW0DQH6QDTSM,河南省/许昌市/禹州市,河南/许昌/禹州,Yuzhou,34.17,113.47
1589,WW0FSVSCCNKE,河南省/许昌市/长葛市,河南/许昌/长葛,Changge,34.22,113.77
1590,WTCP494CDTDN,河南省/漯河市,河南/漯河/漯河,Luohe,33.58,114.02
1591,WTCNFQTJ89KK,河南省/漯河市/源汇区,河南/漯河/源汇,Yuanhui,33.56693066,114.0120208
1592,WTCP44TJ8VH0,河南省/漯河市/郾城区,河南/漯河/郾城,Yancheng,33.58892268,114.0010448
1593,WTCPH4KRB0VV,河南省/漯河市/召陵区,河南/漯河/召陵,Zhaoling,33.58791374,114.0878755
1594,WTBY1J8ZZGEM,河南省/漯河市/舞阳县,河南/漯河/舞阳,Wuyang,33.43,113.6
1595,WW102S9RC2VQ,河南省/漯河市/临颍县,河南/漯河/临颍,Linying,33.82,113.93
1596,WQPJF7T25VCT,河南省/三门峡市,河南/三门峡/三门峡,Sanmenxia,34.78,111.2
1597,WQPJF4089RWV,河南省/三门峡市/湖滨区,河南/三门峡/湖滨,Hubin,34.77185542,111.1823902
1598,WQNVRSVYPSG6,河南省/三门峡市/陕州区,河南/三门峡/陕州,Shanxian,34.7,111.08
1599,WQPMYCTVGTZ3,河南省/三门峡市/渑池县,河南/三门峡/渑池,Mianchi,34.77,111.75
1600,WQNCXN85SS19,河南省/三门峡市/卢氏县,河南/三门峡/卢氏,Lushi,34.05,111.05
1601,WQPT9WJ1RVTB,河南省/三门峡市/义马市,河南/三门峡/义马,Yima,34.75,111.87
1602,WQNU6UJJD4RU,河南省/三门峡市/灵宝市,河南/三门峡/灵宝,Lingbao,34.52,110.87
1603,WTB58RQWFJC5,河南省/南阳市,河南/南阳/南阳,Nanyang,33,112.52
1604,WTB5BB88DRS4,河南省/南阳市/宛城区,河南/南阳/宛城,Wancheng,33.00580279,112.5337476
1605,WTB58TBXWEYG,河南省/南阳市/卧龙区,河南/南阳/卧龙,Wolong,32.99187817,112.5229476
1606,WMZYW6MP8US5,河南省/南阳市/南召县,河南/南阳/南召,Nanzhao,33.5,112.43
1607,WTBM72S5FCE0,河南省/南阳市/方城县,河南/南阳/方城,Fangcheng,33.27,113
1608,WMZM2F3Q038U,河南省/南阳市/西峡县,河南/南阳/西峡,Xixia,33.28,111.48
1609,WMZGCUGMSW32,河南省/南阳市/镇平县,河南/南阳/镇平,Zhenping,33.03,112.23
1610,WMZS10WDJYSC,河南省/南阳市/内乡县,河南/南阳/内乡,Neixiang,33.05,111.85
1611,WMZK2Z1K0R8G,河南省/南阳市/淅川县,河南/南阳/淅川,Xichuan,33.13,111.48
1612,WTBK1B945WX1,河南省/南阳市/社旗县,河南/南阳/社旗,Sheqi,33.05,112.93
1613,WTB4P8B739CF,河南省/南阳市/唐河县,河南/南阳/唐河,Tanghe,32.7,112.83
1614,WMZCH84F8XRU,河南省/南阳市/新野县,河南/南阳/新野,Xinye,32.52,112.35
1615,WTB8HKZ2GT2E,河南省/南阳市/桐柏县,河南/南阳/桐柏,Tongbai,32.37,113.4
1616,WMZ9YMNNV393,河南省/南阳市/邓州市,河南/南阳/邓州,Dengzhou,32.68,112.08
1617,WW45ZXMVB36N,河南省/商丘市,河南/商丘/商丘,Shangqiu,34.45,115.65
1618,WW45YWXD3T0C,河南省/商丘市/梁园区,河南/商丘/梁园,Liangyuan,34.44529859,115.6085097
1619,WW45XSKNVP4C,河南省/商丘市/睢阳区,河南/商丘/睢阳,Suiyang,34.38977681,115.6478015
1620,WW1V5GG4GKNJ,河南省/商丘市/民权县,河南/商丘/民权,Minquan,34.65,115.13
1621,WW1GFRRMV36Y,河南省/商丘市/睢县,河南/商丘/睢县,Suixian,34.45,115.07
1622,WW45BPMMYC2Q,河南省/商丘市/宁陵县,河南/商丘/宁陵,Ningling,34.45,115.32
1623,WW1CZDQBHSR6,河南省/商丘市/柘城县,河南/商丘/柘城,Zhecheng,34.07,115.3
1624,WW47SNR6S8V1,河南省/商丘市/虞城县,河南/商丘/虞城,Yucheng,34.4,115.85
1625,WW4DDX7K1NKP,河南省/商丘市/夏邑县,河南/商丘/夏邑,Xiayi,34.23,116.13
1626,WW4BCQVWRDK3,河南省/商丘市/永城市,河南/商丘/永城,Yongcheng,33.92,116.43
1627,WT9NG9P4ZDHG,河南省/信阳市,河南/信阳/信阳,Xinyang,32.13,114.07
1628,WT9NER49RVET,河南省/信阳市/浉河区,河南/信阳/浉河,Shihe,32.11877527,114.0528431
1629,WT9NSU5T2MR4,河南省/信阳市/平桥区,河南/信阳/平桥,Pingqiao,32.10298052,114.119817
1630,WT9RNJY4W7J9,河南省/信阳市/罗山县,河南/信阳/罗山,Luoshan,32.2,114.53
1631,WT9WNT5DH09S,河南省/信阳市/光山县,河南/信阳/光山,Guangshan,32.02,114.9
1632,WT9EVYJF1525,河南省/信阳市/新县,河南/信阳/新县,Xinxian,31.63,114.87
1633,WTDHCVP8QVSS,河南省/信阳市/商城县,河南/信阳/商城,Shangcheng,31.8,115.4
1634,WTDR065W56GC,河南省/信阳市/固始县,河南/信阳/固始,Gushi,32.18,115.68
1635,WT9YC946C60E,河南省/信阳市/潢川县,河南/信阳/潢川,Huangchuan,32.13,115.03
1636,WTF03ZXWQYHT,河南省/信阳市/淮滨县,河南/信阳/淮滨,Huaibin,32.43,115.4
1637,WTC849PU6V0D,河南省/信阳市/息县,河南/信阳/息县,Xixian,32.35,114.73
1638,WTCX2BMDDWHP,河南省/周口市,河南/周口/周口,Zhoukou,33.62,114.65
1639,WTCX2VDHGZTY,河南省/周口市/川汇区,河南/周口/川汇,Chuanhui,33.64923325,114.6452495
1640,WW13FF2BPHMD,河南省/周口市/扶沟县,河南/周口/扶沟,Fugou,34.07,114.38
1641,WW12Q1N5Q2TT,河南省/周口市/西华县,河南/周口/西华,Xihua,33.8,114.53
1642,WTCQXZCNMT12,河南省/周口市/商水县,河南/周口/商水,Shangshui,33.53,114.6
1643,WTCY42R3J76B,河南省/周口市/沈丘县,河南/周口/沈丘,Shenqiu,33.4,115.07
1644,WTCZMMY16W9U,河南省/周口市/郸城县,河南/周口/郸城,Dancheng,33.65,115.2
1645,WTCXYHM56P8X,河南省/周口市/淮阳县,河南/周口/淮阳,Huaiyang,33.73,114.88
1646,WW19V6R0NUR4,河南省/周口市/太康县,河南/周口/太康,Taikang,34.07,114.85
1647,WW40EVCGP195,河南省/周口市/鹿邑县,河南/周口/鹿邑,Luyi,33.87,115.48
1648,WTCWQ97SK5CW,河南省/周口市/项城市,河南/周口/项城,Xiangcheng,33.45,114.9
1649,WTC5DEFF6TD5,河南省/驻马店市,河南/驻马店/驻马店,Zhumadian,32.98,114.02
1650,WTC59FGT5T22,河南省/驻马店市/驿城区,河南/驻马店/驿城,Yicheng,32.97497719,113.9881114
1651,WTCJFSDUDE40,河南省/驻马店市/西平县,河南/驻马店/西平,Xiping,33.38,114.02
1652,WTCM228GGCX8,河南省/驻马店市/上蔡县,河南/驻马店/上蔡,Shangcai,33.27,114.27
1653,WTCE86P00T7N,河南省/驻马店市/平舆县,河南/驻马店/平舆,Pingyu,32.97,114.63
1654,WTC36Y8UZ0MW,河南省/驻马店市/正阳县,河南/驻马店/正阳,Zhengyang,32.6,114.38
1655,WTC4DE4CFE4J,河南省/驻马店市/确山县,河南/驻马店/确山,Queshan,32.8,114.02
1656,WTBD4SMPG6H6,河南省/驻马店市/泌阳县,河南/驻马店/泌阳,Biyang,32.72,113.32
1657,WTC7DP7NUJGG,河南省/驻马店市/汝南县,河南/驻马店/汝南,Runan,33,114.35
1658,WTCHD4U28XCH,河南省/驻马店市/遂平县,河南/驻马店/遂平,Suiping,33.15,114
1659,WTCF23VYS4QP,河南省/驻马店市/新蔡县,河南/驻马店/新蔡,Xincai,32.75,114.98
1660,WW0P9B6381U6,河南省/济源市,河南/济源/济源,Jiyuan,35.07,112.58
1661,WT3Q0FW9ZJ3Q,湖北省/武汉市,湖北/武汉/武汉,Wuhan,30.6,114.3
1662,WT3Q15127BGF,湖北省/武汉市/江岸区,湖北/武汉/江岸,Jiangan,30.60246433,114.3036404
1663,WT3Q05M8D0GQ,湖北省/武汉市/江汉区,湖北/武汉/江汉,Jianghan,30.60388119,114.265456
